id_cliente,genero,cidadao_senior,parceiro,dependentes,permanencia_meses,servico_telefone,multiplas_linhas,servico_internet,seguranca_online,backup_online,protecao_dispositivo,suporte_tecnico,tv_streaming,filmes_streaming,contrato,fatura_sem_papel,metodo_pagamento,cobrancas_mensais,cobrancas_totais,evasao,ticket_medio,cliente_novo
8439-ltugf,masculino,0,nao,nao,10,sim,nao,nao,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,mensal,sim,cartao_credito,20.0,198.6,0,18.054545454545455,0
8805-jnraz,feminino,0,nao,nao,2,sim,nao,dsl,nao,sim,nao,nao,nao,nao,mensal,nao,cheque_enviado,49.2,103.7,0,34.56666666666667,1
5089-ifsdp,feminino,0,sim,nao,58,sim,sim,fibra_otica,sim,sim,sim,nao,sim,sim,dois_anos,sim,transferencia_bancaria,109.45,6144.55,1,104.14491525423729,0
6418-hnfed,masculino,0,sim,nao,51,sim,nao,dsl,sim,sim,sim,sim,sim,sim,dois_anos,sim,cartao_credito,83.25,4089.45,0,78.64326923076922,0
0206-oyvoc,feminino,0,sim,sim,46,sim,nao,nao,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,dois_anos,sim,cheque_enviado,19.25,864.2,0,18.387234042553192,0
7291-cdtmj,masculino,0,nao,nao,1,sim,nao,nao,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,mensal,sim,transferencia_bancaria,19.65,19.65,0,9.825,1
7128-ggcno,masculino,0,nao,nao,46,sim,sim,fibra_otica,nao,nao,nao,nao,nao,nao,mensal,nao,transferencia_bancaria,72.8,3249.4,0,69.13617021276596,0
0237-yfutl,feminino,0,sim,nao,50,sim,sim,fibra_otica,sim,sim,nao,sim,sim,sim,mensal,sim,transferencia_bancaria,109.65,5405.8,0,105.99607843137255,0
7691-kgkgp,masculino,0,sim,sim,53,sim,nao,dsl,nao,sim,nao,sim,sim,nao,mensal,nao,cartao_credito,65.0,3363.8,0,62.2925925925926,0
6710-hsjrd,masculino,0,sim,nao,61,sim,sim,fibra_otica,nao,sim,sim,sim,sim,sim,mensal,sim,cheque_eletronico,114.1,7132.15,0,115.03467741935484,0
3675-eqoza,masculino,0,nao,nao,5,sim,nao,nao,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,mensal,nao,transferencia_bancaria,20.65,93.55,0,15.591666666666667,1
0840-dcnze,masculino,0,nao,nao,47,sim,nao,dsl,sim,sim,sim,sim,sim,sim,um_ano,sim,transferencia_bancaria,86.95,4138.9,0,86.22708333333333,0
1732-fekld,feminino,0,nao,nao,54,sim,sim,fibra_otica,nao,sim,sim,nao,sim,nao,um_ano,sim,transferencia_bancaria,94.75,5121.75,0,93.12272727272727,0
9862-kjtyk,masculino,0,nao,sim,19,nao,sem_servico_telefone,dsl,nao,nao,nao,nao,nao,nao,mensal,sim,cartao_credito,25.35,566.1,0,28.305,0
0479-hmswa,feminino,0,nao,sim,26,sim,nao,fibra_otica,nao,sim,sim,sim,sim,sim,dois_anos,sim,cheque_eletronico,105.45,2715.3,0,100.56666666666668,0
5854-ksrbj,masculino,0,sim,sim,70,sim,sim,nao,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,dois_anos,nao,cheque_enviado,25.4,1782.05,0,25.099295774647885,0
0365-bzuwy,masculino,0,sim,nao,17,sim,sim,fibra_otica,nao,sim,sim,nao,sim,sim,mensal,sim,cheque_eletronico,102.55,1742.5,0,96.80555555555556,0
4817-vyyws,feminino,0,nao,nao,30,sim,sim,fibra_otica,nao,sim,nao,nao,sim,sim,mensal,sim,cheque_eletronico,100.2,2983.8,1,96.25161290322582,0
5701-svcwr,feminino,0,nao,sim,1,sim,sim,nao,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,mensal,nao,cheque_enviado,24.0,24.0,0,12.0,1
3129-aaqou,feminino,0,sim,sim,19,sim,sim,nao,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,dois_anos,nao,cheque_enviado,25.6,485.9,0,24.294999999999998,0
4922-cvpdx,feminino,0,sim,nao,26,sim,nao,dsl,nao,sim,sim,nao,sim,sim,dois_anos,sim,cartao_credito,73.5,1905.7,0,70.58148148148149,0
1396-qwfbj,feminino,0,sim,sim,21,sim,nao,fibra_otica,nao,sim,nao,nao,nao,nao,mensal,sim,transferencia_bancaria,74.05,1565.7,1,71.16818181818182,0
1357-bijki,masculino,0,sim,nao,50,sim,sim,fibra_otica,nao,sim,nao,nao,sim,sim,um_ano,sim,cheque_eletronico,98.25,4858.7,0,95.26862745098039,0
1099-btkwt,feminino,0,sim,nao,68,nao,sem_servico_telefone,dsl,sim,nao,sim,nao,sim,sim,um_ano,sim,cheque_eletronico,54.4,3723.65,0,53.96594202898551,0
5299-sjczt,masculino,0,nao,nao,3,sim,sim,fibra_otica,nao,nao,sim,nao,sim,sim,mensal,sim,transferencia_bancaria,101.55,298.35,1,74.5875,1
2018-pzkmu,masculino,0,sim,sim,9,sim,nao,fibra_otica,nao,nao,sim,sim,sim,sim,mensal,nao,cheque_eletronico,103.1,970.45,0,97.045,0
7340-kefqe,feminino,0,sim,sim,51,nao,sem_servico_telefone,dsl,sim,nao,nao,sim,nao,nao,dois_anos,nao,transferencia_bancaria,34.2,1782.0,0,34.26923076923077,0
4570-qhxhl,feminino,0,nao,nao,9,sim,nao,dsl,nao,nao,nao,nao,nao,nao,mensal,sim,cheque_eletronico,43.75,405.7,0,40.57,0
2403-bcasl,masculino,1,sim,sim,41,sim,sim,fibra_otica,nao,sim,sim,sim,sim,sim,um_ano,sim,cheque_eletronico,111.95,4534.9,1,107.97380952380952,0
7392-yypyj,masculino,0,nao,nao,22,sim,sim,fibra_otica,nao,sim,nao,nao,sim,sim,mensal,sim,cheque_eletronico,100.65,2415.95,0,105.04130434782608,0
2898-lsjgd,feminino,0,sim,sim,21,nao,sem_servico_telefone,dsl,sim,nao,sim,nao,sim,sim,um_ano,sim,cheque_eletronico,55.95,1157.05,1,52.59318181818182,0
2223-gdshl,masculino,0,sim,sim,71,sim,sim,fibra_otica,sim,sim,sim,sim,sim,sim,dois_anos,sim,transferencia_bancaria,116.05,8297.5,0,115.24305555555556,0
7359-ptsxy,masculino,0,nao,nao,1,sim,nao,dsl,nao,nao,nao,nao,nao,nao,mensal,nao,cheque_eletronico,45.75,45.75,1,22.875,1
9470-rtwdv,masculino,0,sim,sim,26,sim,sim,dsl,nao,nao,sim,sim,sim,sim,um_ano,sim,cartao_credito,82.0,2083.1,0,77.15185185185184,0
2176-osjuv,masculino,0,sim,nao,71,sim,sim,dsl,sim,sim,nao,sim,nao,nao,dois_anos,nao,transferencia_bancaria,65.15,4681.75,0,65.02430555555556,0
9348-yvomk,masculino,0,nao,nao,4,sim,nao,dsl,nao,nao,nao,nao,nao,nao,mensal,sim,cartao_credito,44.8,176.2,0,35.239999999999995,1
8104-oskwt,feminino,0,nao,nao,12,sim,sim,fibra_otica,sim,nao,nao,nao,nao,nao,mensal,sim,cheque_eletronico,79.8,1001.2,0,77.01538461538462,0
4521-yeehe,feminino,0,sim,nao,18,sim,sim,fibra_otica,nao,nao,nao,sim,sim,nao,mensal,sim,cheque_eletronico,88.85,1594.75,0,83.9342105263158,0
4090-kpjip,feminino,0,nao,nao,3,sim,sim,fibra_otica,nao,nao,nao,nao,nao,nao,mensal,sim,cheque_eletronico,74.95,212.4,0,53.1,1
3786-wovkf,feminino,1,sim,nao,72,sim,sim,fibra_otica,sim,sim,nao,nao,sim,sim,um_ano,sim,transferencia_bancaria,106.85,7677.4,0,105.16986301369863,0
4503-bdxbd,masculino,0,nao,nao,11,sim,nao,fibra_otica,nao,sim,nao,nao,nao,nao,mensal,nao,cheque_eletronico,74.95,815.5,1,67.95833333333333,0
6086-esgrl,feminino,0,nao,nao,1,sim,nao,fibra_otica,nao,nao,nao,nao,nao,sim,mensal,nao,cartao_credito,80.15,80.15,1,40.075,1
2592-hodov,masculino,0,nao,nao,13,sim,nao,nao,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,um_ano,nao,cartao_credito,19.3,259.65,0,18.54642857142857,0
3886-certz,feminino,0,sim,nao,72,sim,sim,fibra_otica,nao,sim,sim,sim,sim,sim,um_ano,sim,cheque_eletronico,109.25,8109.8,1,111.09315068493152,0
7995-zhhnz,masculino,0,sim,nao,42,sim,sim,dsl,sim,nao,nao,nao,nao,nao,um_ano,nao,cartao_credito,56.1,2386.85,0,55.50813953488372,0
3824-rhkvr,feminino,0,nao,nao,17,sim,nao,nao,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,mensal,nao,cartao_credito,19.7,340.35,0,18.908333333333335,0
5816-scgfc,feminino,1,nao,nao,7,sim,nao,dsl,nao,sim,nao,nao,nao,nao,mensal,sim,cheque_enviado,51.3,419.35,0,52.41875,0
5989-axpuc,feminino,0,sim,nao,68,sim,sim,fibra_otica,sim,sim,sim,sim,sim,sim,dois_anos,nao,cheque_enviado,118.6,7990.05,0,115.79782608695652,0
4979-hprfl,masculino,0,sim,sim,56,sim,sim,nao,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,dois_anos,nao,transferencia_bancaria,24.15,1402.25,0,24.600877192982455,0
8590-ohdiw,feminino,0,sim,sim,38,sim,nao,nao,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,um_ano,nao,cheque_enviado,20.3,749.35,0,19.214102564102564,0
8015-ihcgw,feminino,0,sim,sim,72,sim,sim,fibra_otica,sim,sim,sim,sim,sim,sim,dois_anos,sim,cheque_eletronico,115.5,8425.15,0,115.41301369863014,0
2332-todqs,feminino,0,nao,nao,48,sim,sim,nao,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,um_ano,nao,cartao_credito,25.05,1171.5,0,23.908163265306122,0
9278-vzkcd,feminino,1,sim,nao,52,sim,sim,fibra_otica,sim,sim,sim,nao,sim,sim,mensal,sim,cheque_eletronico,109.1,5647.95,0,106.56509433962263,0
8008-otezx,feminino,0,sim,sim,35,sim,nao,nao,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,um_ano,nao,cheque_enviado,19.65,708.8,0,19.688888888888886,0
2773-ovbpk,masculino,0,sim,nao,67,sim,sim,fibra_otica,nao,sim,sim,sim,sim,sim,dois_anos,sim,transferencia_bancaria,111.3,7567.2,0,111.28235294117647,0
5999-lcxao,feminino,0,nao,nao,1,nao,sem_servico_telefone,dsl,sim,nao,nao,nao,nao,nao,mensal,nao,cheque_enviado,29.9,29.9,0,14.95,1
5206-xzzqi,masculino,0,nao,nao,53,sim,nao,fibra_otica,nao,sim,nao,sim,nao,nao,mensal,sim,cheque_enviado,80.6,4348.1,0,80.52037037037037,0
4803-lbypn,masculino,0,sim,sim,34,sim,nao,nao,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,mensal,nao,cheque_enviado,20.8,635.9,0,18.16857142857143,0
5759-rcvcb,feminino,0,nao,nao,3,nao,sem_servico_telefone,dsl,nao,nao,nao,nao,sim,nao,mensal,nao,cartao_credito,35.2,108.95,1,27.2375,1
6372-rfvns,feminino,0,sim,nao,1,sim,nao,fibra_otica,nao,nao,nao,nao,sim,nao,mensal,nao,cheque_eletronico,78.8,78.8,1,39.4,1
2139-fqhlm,masculino,0,nao,nao,19,sim,nao,fibra_otica,nao,nao,sim,sim,sim,nao,mensal,nao,cheque_enviado,89.95,1682.4,0,84.12,0
8261-gwdbq,feminino,1,sim,nao,60,sim,sim,fibra_otica,sim,sim,sim,sim,sim,sim,dois_anos,sim,transferencia_bancaria,116.05,6925.9,0,113.53934426229507,0
1093-yswca,masculino,0,nao,nao,11,sim,nao,nao,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,dois_anos,nao,cartao_credito,19.55,223.15,0,18.595833333333335,0
8938-umkpi,feminino,0,nao,nao,47,sim,sim,fibra_otica,nao,sim,sim,nao,sim,sim,mensal,sim,cheque_eletronico,106.4,5127.95,1,106.83229166666666,0
0991-brrfb,masculino,0,nao,nao,18,sim,nao,dsl,sim,nao,nao,nao,nao,nao,mensal,nao,cheque_eletronico,49.4,874.8,1,46.04210526315789,0
3882-iyoij,feminino,0,sim,sim,60,sim,sim,fibra_otica,sim,sim,sim,sim,sim,sim,dois_anos,nao,cartao_credito,115.25,6758.45,0,110.79426229508196,0
8749-tzyec,masculino,0,sim,nao,72,sim,sim,nao,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,dois_anos,nao,cartao_credito,24.8,1874.3,0,25.675342465753424,0
1755-fzqec,masculino,0,nao,nao,39,sim,nao,nao,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,um_ano,nao,cheque_enviado,19.9,791.15,0,19.77875,0
3115-jpjdd,feminino,0,sim,nao,59,sim,nao,fibra_otica,sim,nao,sim,nao,nao,nao,um_ano,sim,cartao_credito,81.25,4639.45,0,77.32416666666667,0
5600-ktxfm,masculino,0,sim,sim,2,sim,nao,fibra_otica,nao,nao,nao,nao,nao,nao,mensal,nao,cheque_enviado,69.95,143.9,0,47.96666666666667,1
3871-ikpyh,masculino,1,nao,nao,1,sim,nao,fibra_otica,nao,nao,nao,nao,nao,nao,mensal,nao,cheque_eletronico,69.1,69.1,1,34.55,1
6319-iejwj,masculino,0,sim,sim,20,sim,nao,fibra_otica,nao,nao,nao,nao,sim,sim,mensal,sim,cheque_eletronico,90.2,1776.55,1,84.59761904761905,0
9025-aomki,feminino,0,nao,nao,6,sim,sim,fibra_otica,nao,nao,nao,nao,sim,sim,mensal,sim,transferencia_bancaria,93.55,536.4,1,76.62857142857142,1
6339-tbelp,masculino,0,nao,nao,71,sim,sim,fibra_otica,nao,nao,sim,sim,nao,nao,dois_anos,sim,cartao_credito,86.4,6172.0,0,85.72222222222223,0
7964-yesjc,feminino,0,sim,nao,24,sim,sim,dsl,sim,sim,sim,nao,nao,nao,mensal,nao,cheque_enviado,66.3,1559.45,0,62.378,0
6173-golsu,masculino,1,sim,nao,67,sim,sim,fibra_otica,nao,nao,nao,nao,sim,sim,mensal,sim,cartao_credito,94.65,6079.0,0,89.3970588235294,0
5275-sqeiz,masculino,0,nao,nao,1,sim,nao,fibra_otica,nao,nao,nao,nao,nao,sim,mensal,sim,cheque_enviado,80.85,80.85,1,40.425,1
7716-ytyhg,feminino,0,sim,sim,48,sim,sim,fibra_otica,nao,nao,nao,nao,nao,sim,um_ano,sim,cheque_enviado,82.05,4029.95,1,82.2438775510204,0
9938-zrehm,feminino,0,sim,nao,37,sim,sim,dsl,nao,sim,nao,sim,nao,sim,um_ano,nao,cheque_enviado,72.1,2658.4,0,69.9578947368421,0
7950-xwovn,masculino,0,nao,nao,11,nao,sem_servico_telefone,dsl,nao,sim,sim,nao,nao,nao,mensal,nao,cheque_enviado,34.7,383.55,0,31.962500000000002,0
4390-kyulv,masculino,0,sim,nao,3,sim,nao,nao,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,mensal,sim,cartao_credito,20.55,51.15,1,12.7875,1
4647-muzon,feminino,0,sim,nao,18,sim,nao,fibra_otica,nao,nao,sim,nao,sim,sim,mensal,sim,cartao_credito,95.95,1745.5,0,91.86842105263158,0
9702-aiujo,masculino,0,sim,sim,50,sim,nao,dsl,nao,nao,nao,nao,nao,nao,um_ano,sim,transferencia_bancaria,44.8,2230.85,0,43.7421568627451,0
8849-priqj,feminino,0,sim,sim,67,sim,sim,fibra_otica,sim,nao,sim,sim,sim,sim,um_ano,sim,cheque_eletronico,109.4,7281.6,0,107.08235294117648,0
8851-ragov,feminino,0,sim,nao,25,sim,nao,dsl,sim,sim,nao,sim,nao,sim,mensal,sim,cheque_enviado,71.05,1837.7,0,70.68076923076923,0
1304-necvq,feminino,1,nao,nao,2,sim,sim,fibra_otica,nao,nao,sim,nao,nao,nao,mensal,sim,cheque_eletronico,78.55,149.55,1,49.85,1
5396-izepb,masculino,0,nao,nao,9,sim,nao,nao,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,mensal,nao,cartao_credito,19.7,180.7,0,18.07,0
1729-vlazj,feminino,0,nao,sim,10,nao,sem_servico_telefone,dsl,sim,sim,nao,sim,nao,nao,um_ano,nao,cheque_enviado,40.25,411.45,0,37.404545454545456,0
8285-abvlb,feminino,0,sim,nao,70,sim,nao,nao,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,dois_anos,nao,cartao_credito,19.85,1328.35,0,18.709154929577462,0
0701-tjsef,masculino,0,nao,nao,9,sim,nao,dsl,sim,nao,sim,sim,nao,sim,mensal,sim,transferencia_bancaria,68.25,576.95,0,57.69500000000001,0
5712-vboxd,feminino,0,nao,nao,4,sim,nao,nao,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,mensal,sim,cartao_credito,20.15,68.45,0,13.690000000000001,1
6629-ladhq,feminino,0,nao,nao,2,sim,nao,dsl,sim,nao,nao,nao,nao,nao,mensal,nao,cheque_enviado,50.95,123.05,0,41.016666666666666,1
8945-grkhx,feminino,0,nao,sim,1,sim,nao,fibra_otica,nao,nao,nao,nao,nao,sim,mensal,nao,cheque_eletronico,78.65,78.65,1,39.325,1
1559-dtodc,masculino,0,nao,nao,19,nao,sem_servico_telefone,dsl,nao,nao,nao,nao,nao,nao,mensal,sim,transferencia_bancaria,25.15,468.35,0,23.4175,0
4797-miwum,masculino,0,sim,sim,7,sim,nao,nao,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,mensal,sim,transferencia_bancaria,20.25,174.7,0,21.8375,0
6959-uwkhf,masculino,0,nao,nao,1,sim,nao,dsl,nao,nao,nao,nao,nao,nao,mensal,sim,cheque_eletronico,42.9,42.9,1,21.45,1
8720-rqsbj,masculino,1,nao,nao,1,sim,nao,dsl,nao,nao,nao,nao,nao,nao,mensal,nao,cheque_eletronico,44.0,44.0,0,22.0,1
4537-cibhb,feminino,0,sim,sim,9,sim,nao,nao,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,um_ano,nao,cheque_enviado,20.25,172.35,0,17.235,0
3815-slmef,feminino,0,nao,nao,3,nao,sem_servico_telefone,dsl,sim,nao,nao,sim,nao,nao,mensal,nao,cheque_enviado,34.25,139.35,1,34.8375,1
5154-vekbl,feminino,0,nao,nao,9,nao,sem_servico_telefone,dsl,sim,nao,sim,sim,sim,sim,mensal,nao,cheque_enviado,58.5,539.85,1,53.985,0
4324-ahjks,feminino,0,nao,nao,5,sim,nao,dsl,sim,nao,sim,nao,nao,nao,mensal,nao,cartao_credito,55.8,300.4,0,50.06666666666666,1
4355-cvpvs,feminino,0,sim,sim,56,sim,nao,fibra_otica,nao,nao,nao,nao,sim,sim,um_ano,nao,transferencia_bancaria,88.9,4968.0,0,87.15789473684211,0
4495-lhssk,feminino,0,nao,sim,18,sim,sim,dsl,sim,nao,nao,nao,nao,nao,mensal,nao,cheque_enviado,57.65,992.7,0,52.247368421052634,0
5655-jsmzm,masculino,1,nao,nao,49,sim,sim,fibra_otica,nao,nao,nao,nao,sim,sim,mensal,sim,cheque_eletronico,96.2,4718.25,1,94.365,0
5915-anoei,masculino,0,sim,nao,70,sim,sim,dsl,sim,sim,sim,sim,sim,nao,dois_anos,nao,cheque_enviado,79.15,5536.5,0,77.97887323943662,0
9861-pdszp,feminino,0,nao,nao,72,sim,sim,fibra_otica,nao,sim,sim,sim,sim,sim,dois_anos,sim,cartao_credito,108.05,7806.6,0,106.93972602739727,0
4505-exzhb,feminino,1,nao,nao,6,sim,nao,fibra_otica,nao,nao,sim,nao,nao,nao,mensal,nao,cheque_eletronico,74.4,434.1,1,62.01428571428572,1
7225-cbzpl,masculino,1,sim,nao,17,sim,sim,fibra_otica,nao,nao,nao,nao,sim,sim,mensal,sim,cheque_eletronico,94.8,1563.9,0,86.88333333333334,0
6704-utukk,masculino,0,sim,nao,29,nao,sem_servico_telefone,dsl,nao,nao,nao,nao,sim,sim,mensal,sim,cheque_eletronico,45.9,1332.4,0,44.413333333333334,0
4587-vvtox,feminino,0,sim,nao,6,sim,sim,fibra_otica,nao,sim,sim,nao,sim,sim,mensal,sim,cheque_eletronico,105.3,545.2,1,77.88571428571429,1
2019-hdczy,masculino,0,sim,nao,63,sim,sim,fibra_otica,nao,nao,sim,nao,sim,sim,dois_anos,nao,cheque_eletronico,102.6,6296.75,0,98.38671875,0
4652-nnhny,masculino,0,sim,nao,16,sim,sim,fibra_otica,nao,nao,nao,nao,nao,nao,mensal,sim,transferencia_bancaria,73.85,1284.2,1,75.54117647058824,0
8788-doxsu,masculino,0,nao,nao,59,sim,nao,dsl,nao,nao,sim,nao,nao,sim,um_ano,sim,transferencia_bancaria,61.35,3645.5,0,60.75833333333333,0
7404-jlkqg,feminino,0,nao,nao,3,sim,nao,dsl,nao,nao,sim,nao,sim,nao,mensal,nao,cheque_eletronico,57.55,161.45,0,40.3625,1
7421-zlupa,feminino,0,nao,nao,8,nao,sem_servico_telefone,dsl,nao,sim,nao,nao,nao,nao,mensal,sim,cheque_enviado,29.25,226.95,0,25.216666666666665,0
8972-hjwnv,feminino,1,sim,nao,7,sim,sim,fibra_otica,nao,nao,nao,nao,nao,sim,mensal,sim,cheque_eletronico,84.55,646.85,1,80.85625,0
3274-nsdwe,feminino,0,nao,nao,68,sim,nao,nao,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,dois_anos,nao,cartao_credito,19.6,1441.65,0,20.893478260869568,0
2632-ivxvf,feminino,0,sim,sim,68,sim,sim,fibra_otica,sim,nao,sim,sim,sim,sim,dois_anos,nao,cartao_credito,111.75,7511.3,0,108.85942028985508,0
3692-jhonh,feminino,1,sim,nao,52,sim,sim,fibra_otica,nao,sim,sim,nao,sim,sim,um_ano,sim,cheque_eletronico,106.5,5621.85,0,106.07264150943396,0
8915-nntrc,masculino,0,sim,sim,72,sim,sim,fibra_otica,sim,sim,nao,sim,sim,sim,dois_anos,sim,cartao_credito,107.7,7919.8,0,108.4904109589041,0
5914-gxmda,feminino,0,sim,nao,32,sim,nao,nao,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,um_ano,nao,cheque_enviado,19.3,593.2,0,17.975757575757576,0
7463-ifmqu,feminino,0,sim,nao,72,sim,nao,nao,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,dois_anos,nao,transferencia_bancaria,20.05,1423.65,0,19.50205479452055,0
2920-rncez,masculino,0,sim,sim,1,sim,nao,fibra_otica,nao,nao,nao,nao,nao,nao,mensal,sim,cartao_credito,69.95,69.95,0,34.975,1
2541-ygpke,masculino,0,sim,sim,42,sim,nao,dsl,sim,nao,nao,sim,nao,sim,um_ano,nao,cartao_credito,63.7,2763.35,0,64.2639534883721,0
8515-octjs,feminino,0,nao,nao,25,sim,sim,nao,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,dois_anos,nao,cartao_credito,24.75,692.1,1,26.61923076923077,0
5382-temlv,masculino,0,nao,nao,45,sim,nao,dsl,sim,nao,nao,nao,nao,nao,mensal,sim,transferencia_bancaria,50.9,2298.55,0,49.96847826086957,0
3441-cgzjh,feminino,0,sim,sim,43,nao,sem_servico_telefone,dsl,sim,nao,sim,sim,sim,sim,um_ano,sim,cartao_credito,60.4,2640.55,0,60.0125,0
9592-erdkv,masculino,0,sim,nao,37,sim,sim,dsl,sim,nao,sim,nao,sim,sim,um_ano,nao,cheque_enviado,79.25,2911.8,0,76.6263157894737,0
2860-ranus,feminino,1,nao,nao,20,sim,sim,fibra_otica,nao,nao,nao,nao,nao,sim,mensal,sim,cartao_credito,85.8,1727.5,1,82.26190476190476,0
5261-qshqm,feminino,0,nao,nao,4,nao,sem_servico_telefone,dsl,nao,nao,nao,nao,nao,nao,mensal,sim,cheque_eletronico,24.45,86.6,1,17.32,1
4778-izarl,masculino,0,sim,nao,63,sim,nao,fibra_otica,sim,sim,sim,sim,sim,sim,dois_anos,sim,cartao_credito,110.1,6705.7,0,104.7765625,0
0432-cajzv,masculino,0,nao,nao,3,sim,nao,fibra_otica,nao,nao,nao,nao,sim,sim,mensal,nao,cheque_enviado,90.7,237.65,0,59.4125,1
7008-lzvoz,masculino,0,sim,sim,66,sim,sim,nao,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,dois_anos,sim,cartao_credito,25.3,1672.35,0,24.96044776119403,0
8868-wozgu,masculino,0,nao,nao,28,sim,sim,fibra_otica,nao,sim,sim,nao,sim,sim,mensal,sim,cheque_eletronico,105.7,2979.5,1,102.74137931034483,0
1200-tuzhr,feminino,1,nao,nao,8,sim,sim,fibra_otica,nao,nao,nao,nao,nao,sim,mensal,nao,cheque_eletronico,85.2,695.75,0,77.30555555555556,0
9365-cslbq,masculino,0,nao,sim,71,sim,sim,nao,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,dois_anos,nao,cheque_enviado,24.35,1654.6,0,22.980555555555554,0
1334-fjsvr,masculino,0,nao,nao,1,nao,sem_servico_telefone,dsl,nao,nao,nao,nao,nao,nao,mensal,sim,cheque_eletronico,24.25,24.25,1,12.125,1
5884-fbctl,feminino,0,sim,sim,72,sim,sim,nao,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,dois_anos,nao,transferencia_bancaria,25.1,1857.85,0,25.45,0
7130-ctcus,masculino,1,sim,nao,16,sim,nao,dsl,sim,sim,nao,nao,nao,nao,mensal,sim,transferencia_bancaria,54.55,825.1,0,48.53529411764706,0
6242-fegfd,masculino,0,sim,nao,66,sim,sim,fibra_otica,sim,sim,sim,sim,nao,nao,dois_anos,nao,cheque_enviado,96.6,6424.25,0,95.88432835820896,0
7625-xcqrh,feminino,0,nao,nao,11,sim,sim,fibra_otica,nao,nao,nao,nao,nao,nao,mensal,sim,cheque_eletronico,76.5,837.95,1,69.82916666666667,0
6194-hbgqn,masculino,0,nao,nao,51,sim,sim,dsl,sim,sim,sim,sim,sim,nao,um_ano,sim,cartao_credito,81.15,4126.2,0,79.35,0
7634-wswdb,feminino,0,nao,sim,8,nao,sem_servico_telefone,dsl,sim,nao,nao,nao,nao,sim,mensal,sim,cheque_eletronico,38.5,330.8,0,36.75555555555556,0
6986-ixndm,masculino,0,nao,nao,14,sim,nao,fibra_otica,nao,nao,nao,nao,sim,sim,mensal,sim,cheque_eletronico,92.9,1337.45,0,89.16333333333334,0
1731-tviuk,feminino,0,nao,nao,4,sim,sim,fibra_otica,nao,sim,nao,sim,nao,sim,mensal,sim,cheque_eletronico,93.5,362.2,1,72.44,1
